0,1,2
-1.0879602000821356,-1.134754830779341,0.0
1.4599871760048204,-0.7950706557580999,1.0
-0.28751957329554995,0.26436510964767496,2.0
-0.9960846974376943,-0.5514139305161734,0.0
5.725367788958781,-0.558726554389242,0.0
0.7924517226851115,-0.7974941728628838,2.0
-1.2749736215470493,-1.1450835797435697,0.0
0.05516768755806924,0.27582110347864386,1.0
-0.10974785643579676,-1.2194034984717526,0.0
0.4481467904888843,0.3724103924861135,0.0
-0.8258786598209941,0.8392019772140026,3.0
-0.9133155042012048,0.9818622122936821,0.0
0.7555408637470123,0.8314514477257187,3.0
0.021187154215737865,0.4079475135031067,1.0
0.0726271954266042,-0.46356168521814134,3.0
0.5162890277159908,-0.7889617984020989,0.0
-1.8503228357363166,1.1705840640521474,0.0
-0.8755338792473739,-1.0113212153177105,0.0
-0.6688735935713273,0.15825711610000362,1.0
-1.0542874948177314,-0.47974234015475514,0.0
-0.07443843274056904,2.2651803859229154,3.0
0.4881713813483371,0.008497796727112726,0.0
-0.28956954806871743,-0.409014735381658,0.0
0.4895093533541044,0.1891248812157132,3.0
-0.7665966268856166,0.47932935298205276,0.0
0.9980892857006908,0.2541540974492307,2.0
0.5608876955338246,-0.44262137746809915,1.0
0.04210172140657653,-1.2674178465366979,0.0
1.0555126731368083,0.1998573293931777,1.0
0.6180180735833195,-0.45569031948624517,0.0
-1.5462790828818047,1.3641405012321168,3.0
0.743698390884763,1.1293621258710311,4.0
-0.4125455404358746,-0.8351635503969468,1.0
-0.3104097935123761,-0.5502175035045285,1.0
2.0396423917473214,0.02479966871033454,0.0
-0.5924223441029921,0.27046061250224024,3.0
-0.3364008256727044,0.05268332137241009,0.0
-2.2509958765962534,-0.8167074196361012,0.0
0.9935501451825285,-0.37588715766677866,4.0
-0.8567725107849273,-0.9942632379687263,0.0
-0.21918511431006793,0.3147981345308999,2.0
0.6902405085382248,-0.4073989026599797,0.0
-1.3341330638400393,-0.41749916776559653,0.0
-0.31672350415271516,-0.5776052798563717,0.0
0.5626070957457255,1.938561216775456,3.0
0.5301050798637872,0.012199772717864368,0.0
-0.4614697748300234,-0.8844308501584655,0.0
1.5324457589951233,0.1981046778149789,2.0
-0.4316588372087631,1.6112517611144104,4.0
-1.292406786633136,-0.0669348343786638,0.0
0.2139090868652084,-1.0725899750979941,0.0
-0.38779009361355316,0.015515908366736775,1.0
0.29577318465835767,-1.0758834898405698,0.0
