0,1,2
0.082236,-0.493219,1.000000
0.227492,0.600384,1.000000
0.227492,0.600384,1.000000
-0.339551,0.102309,1.000000
-0.339551,0.102309,1.000000
-0.973640,-0.072788,0.000000
-0.279988,-1.298538,0.000000
-1.021521,0.532753,2.000000
-1.021521,0.532753,2.000000
-1.021521,0.532753,2.000000
0.728432,-0.283939,1.000000
-0.476701,-0.908896,3.000000
-0.476701,-0.908896,3.000000
0.242458,1.900254,0.000000
1.044001,-0.952276,0.000000
1.077587,0.795690,1.000000
2.904202,-0.092649,2.000000
2.904202,-0.092649,2.000000
0.154324,-1.567637,0.000000
0.162636,0.829092,3.000000
0.162636,0.829092,3.000000
-0.491461,-1.336911,1.000000
-0.491461,-1.336911,1.000000
-2.172687,1.523084,3.000000
-2.172687,1.523084,3.000000
0.338312,-0.352630,3.000000
0.338312,-0.352630,3.000000
1.424110,0.475983,2.000000
1.424110,0.475983,2.000000
1.076924,0.024412,3.000000
1.076924,0.024412,3.000000
1.352452,-1.007973,0.000000
-0.429604,1.621382,0.000000
2.887191,-0.164052,4.000000
2.887191,-0.164052,4.000000
2.887191,-0.164052,4.000000
2.887191,-0.164052,4.000000
2.887191,-0.164052,4.000000
2.887191,-0.164052,4.000000
-0.508862,0.378309,0.000000
-0.059671,0.457072,0.000000
-1.541623,0.376976,3.000000
-1.541623,0.376976,3.000000
-0.842437,-0.345172,2.000000
-0.842437,-0.345172,2.000000
0.083292,1.026025,2.000000
0.083292,1.026025,2.000000
0.962877,-0.402243,0.000000
-0.445718,-1.226218,0.000000
-1.458053,-0.443095,1.000000
0.384985,1.728293,3.000000
0.598536,0.373843,2.000000
0.598536,0.373843,2.000000
0.693483,1.857455,2.000000
0.693483,1.857455,2.000000
0.100190,-0.068238,3.000000
0.100190,-0.068238,3.000000
-0.848727,-0.254257,2.000000
-0.848727,-0.254257,2.000000
-0.038863,1.380229,2.000000
-0.038863,1.380229,2.000000
1.052333,-0.350422,0.000000
0.385048,1.650898,3.000000
0.385048,1.650898,3.000000
-1.524028,1.140197,4.000000
-1.524028,1.140197,4.000000
-1.524028,1.140197,4.000000
-1.524028,1.140197,4.000000
-1.524028,1.140197,4.000000
-1.524028,1.140197,4.000000
-0.873676,-0.454623,0.000000
1.880466,0.670869,3.000000
1.880466,0.670869,3.000000
0.074323,-1.109525,0.000000
0.193792,0.356522,1.000000
-0.571135,-0.921754,0.000000
-0.051765,-0.920500,0.000000
1.028649,-0.395898,1.000000
-0.062883,1.101868,0.000000
0.237084,0.969512,0.000000
-0.321538,-0.288843,2.000000
-0.321538,-0.288843,2.000000
-0.378024,-0.396615,2.000000
-0.378024,-0.396615,2.000000
1.563607,-0.299972,1.000000
1.563607,-0.299972,1.000000
-0.221620,0.935048,3.000000
-0.209501,-1.937121,0.000000
-1.138815,0.365466,2.000000
-1.138815,0.365466,2.000000
1.114784,1.138839,2.000000
1.114784,1.138839,2.000000
1.172827,-0.637451,0.000000
-0.531120,-1.545530,0.000000
0.448415,1.102322,1.000000
-0.234327,3.322244,2.000000
-0.234327,3.322244,2.000000
-0.867040,0.662246,0.000000
-0.587539,0.693472,2.000000
-0.587539,0.693472,2.000000
0.307279,2.112360,1.000000
0.307279,2.112360,1.000000
-0.583721,-0.379065,0.000000
-0.787533,-0.702545,0.000000
-0.196559,-0.799111,0.000000
0.461148,2.591575,1.000000
0.461148,2.591575,1.000000
1.676607,-0.721091,0.000000
0.875186,1.016541,3.000000
0.875186,1.016541,3.000000
-0.967967,0.830105,0.000000
-0.355245,-0.419330,3.000000
-0.355245,-0.419330,3.000000
-0.855269,-0.176532,1.000000
-0.855269,-0.176532,1.000000
-0.260318,-0.143506,0.000000
0.805108,-0.379226,0.000000
-0.712228,1.536602,0.000000
-1.238551,-1.421770,0.000000
-0.115671,0.907116,4.000000
-0.115671,0.907116,4.000000
-0.115671,0.907116,4.000000
-0.115671,0.907116,4.000000
-0.115671,0.907116,4.000000
-0.115671,0.907116,4.000000
-0.115671,0.907116,4.000000
