0,1,2
-1.087960,-1.134755,0.000000
1.459987,-0.795071,1.000000
-0.287520,0.264365,2.000000
-0.287520,0.264365,2.000000
-0.287520,0.264365,2.000000
-0.996085,-0.551414,0.000000
5.725368,-0.558727,0.000000
0.792452,-0.797494,2.000000
0.792452,-0.797494,2.000000
0.792452,-0.797494,2.000000
0.055168,0.275821,1.000000
0.055168,0.275821,1.000000
-0.109748,-1.219403,0.000000
-0.825879,0.839202,3.000000
-0.825879,0.839202,3.000000
0.755541,0.831451,3.000000
0.755541,0.831451,3.000000
0.021187,0.407948,1.000000
0.072627,-0.463562,3.000000
-1.850323,1.170584,0.000000
-0.875534,-1.011321,0.000000
-0.668874,0.158257,1.000000
-0.668874,0.158257,1.000000
-0.074438,2.265180,3.000000
-0.074438,2.265180,3.000000
0.488171,0.008498,0.000000
0.489509,0.189125,3.000000
0.489509,0.189125,3.000000
-0.766597,0.479329,0.000000
0.998089,0.254154,2.000000
0.998089,0.254154,2.000000
0.998089,0.254154,2.000000
0.560888,-0.442621,1.000000
0.042102,-1.267418,0.000000
1.055513,0.199857,1.000000
1.055513,0.199857,1.000000
0.618018,-0.455690,0.000000
-1.546279,1.364141,3.000000
-1.546279,1.364141,3.000000
0.743698,1.129362,4.000000
0.743698,1.129362,4.000000
0.743698,1.129362,4.000000
0.743698,1.129362,4.000000
0.743698,1.129362,4.000000
0.743698,1.129362,4.000000
0.743698,1.129362,4.000000
-0.412546,-0.835164,1.000000
-0.412546,-0.835164,1.000000
-0.310410,-0.550218,1.000000
-0.592422,0.270461,3.000000
-0.592422,0.270461,3.000000
0.993550,-0.375887,4.000000
0.993550,-0.375887,4.000000
0.993550,-0.375887,4.000000
0.993550,-0.375887,4.000000
0.993550,-0.375887,4.000000
0.993550,-0.375887,4.000000
0.993550,-0.375887,4.000000
-0.219185,0.314798,2.000000
-0.219185,0.314798,2.000000
0.690241,-0.407399,0.000000
0.562607,1.938561,3.000000
0.530105,0.012200,0.000000
1.532446,0.198105,2.000000
1.532446,0.198105,2.000000
-0.431659,1.611252,4.000000
-0.431659,1.611252,4.000000
-0.431659,1.611252,4.000000
-0.431659,1.611252,4.000000
-0.431659,1.611252,4.000000
-0.431659,1.611252,4.000000
-0.431659,1.611252,4.000000
0.213909,-1.072590,0.000000
-0.387790,0.015516,1.000000
-0.387790,0.015516,1.000000
-0.021044,-1.670630,0.000000
0.905099,-0.892867,1.000000
-0.306077,-1.105992,0.000000
-0.802133,0.800257,4.000000
-0.802133,0.800257,4.000000
-0.802133,0.800257,4.000000
-0.802133,0.800257,4.000000
-0.802133,0.800257,4.000000
-0.802133,0.800257,4.000000
-0.310728,-0.505231,1.000000
-0.310728,-0.505231,1.000000
-0.667833,-0.973542,0.000000
0.281762,-0.930383,0.000000
0.938451,-1.445273,0.000000
1.450340,1.412410,2.000000
1.450340,1.412410,2.000000
-0.774591,0.582346,1.000000
-0.774591,0.582346,1.000000
-0.385476,0.942045,1.000000
0.648458,1.343399,3.000000
0.648458,1.343399,3.000000
-1.148979,0.414905,3.000000
0.422108,-0.750947,3.000000
0.422108,-0.750947,3.000000
1.326064,1.751242,1.000000
-0.988608,-0.882180,0.000000
-0.375869,-1.466837,4.000000
-0.375869,-1.466837,4.000000
-0.375869,-1.466837,4.000000
-0.375869,-1.466837,4.000000
-0.375869,-1.466837,4.000000
-0.375869,-1.466837,4.000000
-0.375869,-1.466837,4.000000
1.003202,-0.698816,0.000000
-0.594187,1.642525,3.000000
-0.594187,1.642525,3.000000
1.417478,-0.040546,0.000000
-0.622764,0.814755,1.000000
0.650011,-1.752770,1.000000
-0.865907,0.205325,0.000000
-0.090457,-0.069964,1.000000
1.263693,-0.098867,3.000000
1.263693,-0.098867,3.000000
-0.677438,-0.196427,0.000000
0.243434,2.218877,2.000000
0.243434,2.218877,2.000000
-0.976337,0.668607,1.000000
-0.976337,0.668607,1.000000
-1.316410,2.613823,3.000000
-1.316410,2.613823,3.000000
1.215543,-0.486892,0.000000
0.431142,1.184980,1.000000
0.431142,1.184980,1.000000
0.577362,2.203490,3.000000
0.577362,2.203490,3.000000
-1.352824,1.156938,3.000000
-1.352824,1.156938,3.000000
1.651748,0.421016,2.000000
1.651748,0.421016,2.000000
1.651748,0.421016,2.000000
0.041275,-0.842046,0.000000
