0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.939618,1.424425,-0.409387,-1.439975,1.034073,1.127714,-0.852803,-0.976356,-0.713488,2.239332,-0.879902,0.516896,-0.289418,-0.020267,1.000000
0.939618,1.424425,-0.409387,-1.439975,1.034073,1.127714,-0.852803,-0.976356,-0.713488,2.239332,-0.879902,0.516896,-0.289418,-0.020267,1.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,-0.976356,1.416782,-0.435382,-0.710487,1.373438,0.563130,0.071417,3.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,-0.976356,1.416782,-0.435382,-0.710487,1.373438,0.563130,0.071417,3.000000
0.939618,-0.702038,-0.409387,-1.439975,-0.967050,-0.886750,-0.852803,-0.976356,0.351647,1.038440,-0.879902,1.373438,0.946777,0.493164,0.000000
0.939618,-0.702038,-0.409387,-1.439975,1.034073,1.127714,-0.852803,-0.976356,-0.713488,-1.145000,0.475415,1.801708,-1.056711,-1.853949,0.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,-0.713488,1.038440,-0.202244,1.373438,0.008974,-0.698729,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,-0.713488,1.038440,-0.202244,1.373438,0.008974,-0.698729,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,-0.713488,-0.708312,0.729536,0.195693,0.520503,-1.047129,0.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,0.351647,-0.708312,0.983658,1.052234,-2.292905,-0.075277,3.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,0.351647,-0.708312,0.983658,1.052234,-2.292905,-0.075277,3.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,1.172604,-0.976356,0.351647,-0.817484,-0.032829,1.480505,0.051602,0.493164,0.000000
-1.064262,1.424425,2.442676,0.694456,-0.967050,1.127714,1.172604,1.024217,-0.713488,2.566848,0.475415,1.480505,0.008974,0.438154,3.000000
-1.064262,1.424425,2.442676,0.694456,-0.967050,1.127714,1.172604,1.024217,-0.713488,2.566848,0.475415,1.480505,0.008974,0.438154,3.000000
-1.064262,1.424425,-0.409387,-1.439975,1.034073,1.127714,1.172604,-0.976356,-0.713488,-0.162452,0.136585,-0.339645,-0.332045,1.006595,2.000000
-1.064262,1.424425,-0.409387,-1.439975,1.034073,1.127714,1.172604,-0.976356,-0.713488,-0.162452,0.136585,-0.339645,-0.332045,1.006595,2.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,-0.886750,1.172604,1.024217,-0.713488,-0.380796,-0.879902,-2.052728,0.264739,0.584848,1.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,-0.976356,-0.713488,-0.162452,-0.879902,-0.767916,1.245169,0.053080,0.000000
-1.064262,1.424425,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,-0.713488,0.656338,-0.032829,0.731031,-0.161535,1.043269,1.000000
0.939618,-0.702038,2.442676,-1.439975,-0.967050,-0.886750,-0.852803,1.024217,-0.713488,0.929268,-0.032829,0.409828,0.520503,0.603185,0.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,-0.713488,-1.254172,0.814244,-1.517390,-1.525612,-1.523886,3.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,-0.713488,-1.254172,0.814244,-1.517390,-1.525612,-1.523886,3.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,1.024217,2.481917,1.748058,-0.032829,0.302761,-1.099338,0.713206,4.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,1.024217,2.481917,1.748058,-0.032829,0.302761,-1.099338,0.713206,4.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,1.024217,2.481917,1.748058,-0.032829,0.302761,-1.099338,0.713206,4.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,1.024217,2.481917,1.748058,-0.032829,0.302761,-1.099338,0.713206,4.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,1.024217,2.481917,1.748058,-0.032829,0.302761,-1.099338,0.713206,4.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,1.024217,2.481917,1.748058,-0.032829,0.302761,-1.099338,0.713206,4.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,1.024217,2.481917,1.748058,-0.032829,0.302761,-1.099338,0.713206,4.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,1.172604,-0.976356,-0.713488,-1.254172,-0.032829,-0.660848,0.776267,-0.387003,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,1.172604,-0.976356,-0.713488,-1.254172,-0.032829,-0.660848,0.776267,-0.387003,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,0.351647,0.383408,-0.371658,-0.446713,0.563130,-0.313656,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,0.351647,0.383408,-0.371658,-0.446713,0.563130,-0.313656,1.000000
-1.064262,-0.702038,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,-0.713488,-0.817484,0.136585,-1.624457,-0.417300,-0.570372,3.000000
-1.064262,-0.702038,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,-0.713488,-0.817484,0.136585,-1.624457,-0.417300,-0.570372,3.000000
-1.064262,-0.702038,2.442676,0.694456,-0.967050,-0.886750,1.172604,-0.976356,0.351647,0.929268,-0.710487,0.302761,0.989404,-2.275696,0.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,2.481917,-0.435382,-0.879902,2.444114,0.520503,0.988258,4.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,2.481917,-0.435382,-0.879902,2.444114,0.520503,0.988258,4.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,2.481917,-0.435382,-0.879902,2.444114,0.520503,0.988258,4.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,2.481917,-0.435382,-0.879902,2.444114,0.520503,0.988258,4.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,2.481917,-0.435382,-0.879902,2.444114,0.520503,0.988258,4.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,2.481917,-0.435382,-0.879902,2.444114,0.520503,0.988258,4.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,-0.886750,-0.852803,1.024217,2.481917,-0.435382,-0.879902,2.444114,0.520503,0.988258,4.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,0.351647,-1.254172,0.136585,0.516896,-0.332045,-0.203635,2.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,0.351647,-1.254172,0.136585,0.516896,-0.332045,-0.203635,2.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,0.351647,-1.254172,0.136585,0.516896,-0.332045,-0.203635,2.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,0.351647,-0.708312,0.306000,0.838099,-1.994514,0.566511,3.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,0.351647,-0.708312,0.306000,0.838099,-1.994514,0.566511,3.000000
0.939618,-0.702038,-0.409387,-1.439975,-0.967050,1.127714,-0.852803,1.024217,0.351647,0.710924,-0.879902,1.266370,0.094229,0.511501,0.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,-0.976356,-0.713488,-0.708312,-0.879902,-1.089119,0.818895,-0.442014,0.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,0.351647,-1.254172,1.661316,0.302761,-0.289418,1.556700,2.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,0.351647,-1.254172,1.661316,0.302761,-0.289418,1.556700,2.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,0.351647,-1.254172,1.661316,0.302761,-0.289418,1.556700,2.000000
-1.064262,-0.702038,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,2.481917,0.929268,-0.032829,1.159302,-1.525612,-0.460351,4.000000
-1.064262,-0.702038,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,2.481917,0.929268,-0.032829,1.159302,-1.525612,-0.460351,4.000000
-1.064262,-0.702038,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,2.481917,0.929268,-0.032829,1.159302,-1.525612,-0.460351,4.000000
-1.064262,-0.702038,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,2.481917,0.929268,-0.032829,1.159302,-1.525612,-0.460351,4.000000
-1.064262,-0.702038,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,2.481917,0.929268,-0.032829,1.159302,-1.525612,-0.460351,4.000000
-1.064262,-0.702038,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,2.481917,0.929268,-0.032829,1.159302,-1.525612,-0.460351,4.000000
-1.064262,-0.702038,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,2.481917,0.929268,-0.032829,1.159302,-1.525612,-0.460351,4.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,-0.976356,-0.713488,-0.162452,-0.879902,-1.303254,0.008974,-1.285508,0.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,0.351647,-0.271624,-0.541073,0.302761,0.008974,-0.387003,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,0.351647,-0.271624,-0.541073,0.302761,0.008974,-0.387003,1.000000
0.939618,1.424425,-0.409387,-1.439975,-0.967050,-0.886750,-0.852803,1.024217,-0.713488,-1.145000,-0.879902,-1.410322,0.946777,0.328133,0.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,-0.976356,-0.713488,-0.162452,2.084853,-1.838593,1.586188,-0.001930,0.000000
-1.064262,-0.702038,-0.409387,0.694456,1.034073,-0.886750,1.172604,1.024217,1.416782,-0.435382,-0.879902,0.409828,0.904150,0.914911,1.000000
-1.064262,-0.702038,-0.409387,0.694456,1.034073,-0.886750,1.172604,1.024217,1.416782,-0.435382,-0.879902,0.409828,0.904150,0.914911,1.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,1.416782,-0.162452,1.153073,0.623964,-0.758319,-0.808750,4.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,1.416782,-0.162452,1.153073,0.623964,-0.758319,-0.808750,4.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,1.416782,-0.162452,1.153073,0.623964,-0.758319,-0.808750,4.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,1.416782,-0.162452,1.153073,0.623964,-0.758319,-0.808750,4.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,1.416782,-0.162452,1.153073,0.623964,-0.758319,-0.808750,4.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,1.416782,-0.162452,1.153073,0.623964,-0.758319,-0.808750,4.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,1.416782,-0.162452,1.153073,0.623964,-0.758319,-0.808750,4.000000
0.939618,-0.702038,-0.409387,-1.439975,-0.967050,-0.886750,-0.852803,-0.976356,1.416782,0.383408,0.644829,1.587573,0.051602,-0.203635,0.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,1.024217,0.351647,1.147612,-0.879902,0.302761,0.605758,-0.331993,1.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,1.024217,0.351647,1.147612,-0.879902,0.302761,0.605758,-0.331993,1.000000
0.939618,-0.702038,-0.409387,-1.439975,-0.967050,-0.886750,-0.852803,-0.976356,-0.713488,-0.708312,-0.879902,-1.838593,0.861522,-0.643719,0.000000
0.939618,1.424425,-0.409387,-1.439975,1.034073,1.127714,-0.852803,-0.976356,-0.713488,2.566848,2.000146,0.088625,-1.397730,1.410005,2.000000
0.939618,1.424425,-0.409387,-1.439975,1.034073,1.127714,-0.852803,-0.976356,-0.713488,2.566848,2.000146,0.088625,-1.397730,1.410005,2.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,-0.886750,1.172604,1.024217,0.351647,0.383408,0.729536,0.731031,-0.502555,-0.790413,1.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,-0.886750,1.172604,1.024217,0.351647,0.383408,0.729536,0.731031,-0.502555,-0.790413,1.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,1.416782,-0.708312,1.322487,1.373438,-0.886201,-0.387003,1.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,1.127714,-0.852803,1.024217,1.416782,-0.599140,1.830731,-0.018442,-1.440357,0.658195,3.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,1.127714,-0.852803,1.024217,1.416782,-0.599140,1.830731,-0.018442,-1.440357,0.658195,3.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,2.481917,-0.708312,0.814244,-0.553781,-0.459927,-1.138813,3.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,2.481917,-0.708312,0.814244,-0.553781,-0.459927,-1.138813,3.000000
-1.064262,-0.702038,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,-0.713488,-0.489968,-0.456366,-0.660848,0.691013,0.438154,3.000000
-1.064262,-0.702038,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,-0.713488,-0.489968,-0.456366,-0.660848,0.691013,0.438154,3.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,1.024217,-0.713488,0.274236,-0.879902,-0.767916,0.264739,0.126428,0.000000
-1.064262,-0.702038,-0.409387,0.694456,1.034073,1.127714,-0.852803,-0.976356,-0.713488,0.383408,-0.541073,0.302761,-0.076281,-1.065466,0.000000
0.939618,-0.702038,-0.409387,-1.439975,1.034073,-0.886750,-0.852803,1.024217,-0.713488,-1.254172,-0.879902,-0.446713,0.392621,0.071417,0.000000
-1.064262,-0.702038,2.442676,0.694456,-0.967050,-0.886750,1.172604,-0.976356,-0.713488,2.130160,-0.456366,-0.232578,0.520503,-0.937108,0.000000
0.939618,-0.702038,-0.409387,0.694456,1.034073,1.127714,-0.852803,1.024217,2.481917,-0.162452,1.153073,1.694641,-1.738749,1.318321,1.000000
0.939618,-0.702038,-0.409387,0.694456,1.034073,1.127714,-0.852803,1.024217,2.481917,-0.162452,1.153073,1.694641,-1.738749,1.318321,1.000000
0.939618,-0.702038,-0.409387,-1.439975,-0.967050,-0.886750,-0.852803,-0.976356,0.351647,-1.527102,-0.879902,-1.410322,0.776267,-0.955445,0.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.708312,2.338975,-1.731525,1.373051,-0.350330,4.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.708312,2.338975,-1.731525,1.373051,-0.350330,4.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.708312,2.338975,-1.731525,1.373051,-0.350330,4.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.708312,2.338975,-1.731525,1.373051,-0.350330,4.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.708312,2.338975,-1.731525,1.373051,-0.350330,4.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.708312,2.338975,-1.731525,1.373051,-0.350330,4.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.708312,2.338975,-1.731525,1.373051,-0.350330,4.000000
0.939618,-0.702038,-0.409387,-1.439975,-0.967050,-0.886750,-0.852803,-0.976356,-0.713488,-0.380796,-0.879902,-1.410322,0.563130,1.024932,0.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,-0.886750,1.172604,-0.976356,-0.713488,0.383408,3.863706,0.088625,-1.653494,-0.607045,3.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,-0.886750,1.172604,-0.976356,-0.713488,0.383408,3.863706,0.088625,-1.653494,-0.607045,3.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,2.481917,-0.271624,0.983658,0.409828,-0.800946,-0.625382,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,1.172604,1.024217,0.351647,3.221880,-0.879902,-0.018442,1.927207,0.603185,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,1.172604,1.024217,0.351647,3.221880,-0.879902,-0.018442,1.927207,0.603185,1.000000
0.939618,-0.702038,-0.409387,0.694456,1.034073,-0.886750,-0.852803,-0.976356,-0.713488,-1.145000,-0.795195,-0.767916,-0.289418,-0.845424,0.000000
0.939618,1.424425,-0.409387,-1.439975,1.034073,1.127714,-0.852803,-0.976356,-0.713488,0.929268,0.306000,0.838099,0.179484,-0.111951,1.000000
0.939618,1.424425,-0.409387,-1.439975,1.034073,1.127714,-0.852803,-0.976356,-0.713488,0.929268,0.306000,0.838099,0.179484,-0.111951,1.000000
0.939618,-0.702038,2.442676,-1.439975,-0.967050,-0.886750,-0.852803,1.024217,1.416782,0.165064,-0.879902,0.409828,0.094229,1.263310,3.000000
0.939618,-0.702038,2.442676,0.694456,-0.967050,-0.886750,-0.852803,-0.976356,-0.713488,0.929268,0.475415,0.516896,0.307366,-0.698729,0.000000
-1.064262,-0.702038,-0.409387,-1.439975,-0.967050,1.127714,1.172604,-0.976356,0.351647,-0.162452,0.136585,0.838099,-2.250278,0.236448,2.000000
-1.064262,-0.702038,-0.409387,-1.439975,-0.967050,1.127714,1.172604,-0.976356,0.351647,-0.162452,0.136585,0.838099,-2.250278,0.236448,2.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,-0.713488,-0.708312,0.475415,-2.052728,-0.843574,-0.955445,1.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,-0.713488,-0.708312,0.475415,-2.052728,-0.843574,-0.955445,1.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,-0.852803,1.024217,1.416782,1.693472,-0.032829,0.516896,-2.548670,-1.358855,3.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,-0.852803,1.024217,1.416782,1.693472,-0.032829,0.516896,-2.548670,-1.358855,3.000000
0.939618,-0.702038,-0.409387,-1.439975,-0.967050,-0.886750,-0.852803,-0.976356,0.351647,-1.690860,-0.879902,0.623964,0.435248,1.244974,0.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,-0.852803,1.024217,-0.713488,-0.817484,-0.879902,-0.232578,1.714070,-1.175487,0.000000
0.939618,1.424425,-0.409387,0.694456,1.034073,1.127714,-0.852803,1.024217,0.351647,-1.254172,-0.032829,-0.767916,-1.355103,0.456490,1.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,-0.976356,0.351647,0.055892,-0.202244,-0.232578,0.349993,-0.900434,0.000000
0.939618,-0.702038,-0.409387,-1.439975,-0.967050,1.127714,-0.852803,-0.976356,-0.713488,-1.363344,-0.371658,-1.089119,1.074659,-2.000644,0.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,1.416782,-0.544554,0.814244,-0.125510,-2.335533,0.584848,3.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,-0.976356,1.416782,-0.544554,0.814244,-0.125510,-2.335533,0.584848,3.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,1.127714,1.172604,1.024217,-0.713488,-0.708312,1.237780,-1.196187,-1.269848,-1.340518,3.000000
0.939618,-0.702038,2.442676,0.694456,-0.967050,-0.886750,-0.852803,1.024217,2.481917,-0.162452,-0.879902,-0.125510,0.989404,-0.075277,0.000000
-1.064262,1.424425,2.442676,-1.439975,1.034073,1.127714,1.172604,1.024217,-0.713488,-0.053280,1.661316,-1.196187,-0.587809,1.666720,2.000000
-1.064262,1.424425,2.442676,-1.439975,1.034073,1.127714,1.172604,1.024217,-0.713488,-0.053280,1.661316,-1.196187,-0.587809,1.666720,2.000000
-1.064262,1.424425,2.442676,-1.439975,1.034073,1.127714,1.172604,1.024217,-0.713488,-0.053280,1.661316,-1.196187,-0.587809,1.666720,2.000000
-1.064262,-0.702038,2.442676,0.694456,-0.967050,-0.886750,-0.852803,1.024217,-0.713488,0.656338,1.068365,0.945167,0.008974,-0.313656,0.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,-0.886750,1.172604,-0.976356,0.351647,-0.271624,-0.879902,-0.232578,0.477876,0.089754,1.000000
-1.064262,1.424425,-0.409387,0.694456,1.034073,-0.886750,1.172604,-0.976356,0.351647,-0.271624,-0.879902,-0.232578,0.477876,0.089754,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-1.254172,0.136585,-0.982051,-0.758319,0.254785,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-1.254172,0.136585,-0.982051,-0.758319,0.254785,1.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,-0.976356,-0.713488,-1.254172,-0.879902,-1.410322,0.136856,-0.276983,0.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,1.127714,-0.852803,-0.976356,-0.713488,0.929268,2.169560,-0.874984,-0.118908,-0.350330,1.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,1.127714,-0.852803,-0.976356,-0.713488,0.929268,2.169560,-0.874984,-0.118908,-0.350330,1.000000
0.939618,-0.702038,2.442676,0.694456,-0.967050,-0.886750,-0.852803,1.024217,-0.713488,-0.162452,0.136585,-0.125510,0.094229,-0.973782,0.000000
0.939618,-0.702038,2.442676,-1.439975,-0.967050,-0.886750,-0.852803,1.024217,0.351647,0.383408,-0.202244,1.159302,0.307366,3.060319,0.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,-0.852803,1.024217,-0.713488,0.383408,-0.879902,-1.089119,1.287796,-0.276983,0.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,-0.976356,1.416782,0.601752,2.000146,1.480505,-0.374672,-1.047129,2.000000
-1.064262,-0.702038,2.442676,0.694456,1.034073,1.127714,1.172604,-0.976356,1.416782,0.601752,2.000146,1.480505,-0.374672,-1.047129,2.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,-0.713488,2.020988,-0.710487,0.516896,0.392621,0.694869,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,1.127714,1.172604,1.024217,-0.713488,2.020988,-0.710487,0.516896,0.392621,0.694869,1.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,1.172604,1.024217,1.416782,-0.053280,1.830731,0.409828,0.989404,-0.478688,3.000000
-1.064262,-0.702038,-0.409387,0.694456,-0.967050,-0.886750,1.172604,1.024217,1.416782,-0.053280,1.830731,0.409828,0.989404,-0.478688,3.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.435382,0.644829,1.052234,-0.800946,1.079942,1.000000
-1.064262,1.424425,-0.409387,0.694456,-0.967050,1.127714,1.172604,-0.976356,-0.713488,-0.435382,0.644829,1.052234,-0.800946,1.079942,1.000000
0.939618,-0.702038,-0.409387,0.694456,-0.967050,1.127714,-0.852803,1.024217,-0.713488,-0.162452,-0.710487,-0.660848,1.287796,-0.093614,0.000000
-1.064262,1.424425,-0.409387,-1.439975,1.034073,1.127714,1.172604,1.024217,1.416782,0.055892,0.729536,0.195693,0.008974,2.913624,2.000000
